2016-10-01 0:00;Ute;11.3;63
2016-10-01 0:00;Inne;22.9;41
2016-10-01 0:01;Ute;11.3;63
2016-10-01 0:01;Inne;22.9;41
2016-10-01 0:02;Ute;11.3;63
2016-10-01 0:02;Inne;22.9;41
2016-10-01 0:03;Ute;11.3;63
2016-10-01 0:03;Inne;22.9;41
2016-10-01 0:04;Ute;11.3;63
2016-10-01 0:04;Inne;22.9;41
2016-10-01 0:05;Ute;11.3;63
2016-10-01 0:05;Inne;22.9;41
2016-10-01 0:06;Ute;11.3;63
2016-10-01 0:06;Inne;22.9;41
2016-10-01 0:07;Ute;11.3;63
2016-10-01 0:07;Inne;22.9;41
2016-10-01 0:08;Ute;11.3;63
2016-10-01 0:08;Inne;22.9;41
2016-10-01 0:09;Ute;11.3;63
2016-10-01 0:09;Inne;22.9;41
2016-10-01 0:10;Ute;11.3;63
2016-10-01 0:10;Inne;22.9;41
2016-10-01 0:11;Ute;11.3;63
2016-10-01 0:11;Inne;22.9;41
2016-10-01 0:12;Ute;11.3;64
2016-10-01 0:12;Inne;22.9;41
2016-10-01 0:13;Ute;11.3;64
2016-10-01 0:13;Inne;22.9;41
2016-10-01 0:14;Ute;11.3;64
2016-10-01 0:14;Inne;22.9;41
2016-10-01 0:15;Ute;11.3;65
2016-10-01 0:15;Inne;22.9;41
2016-10-01 0:16;Ute;11.3;65
2016-10-01 0:16;Inne;22.9;41
2016-10-01 0:17;Ute;11.3;64
2016-10-01 0:17;Inne;22.9;41
2016-10-01 0:18;Ute;11.3;64
2016-10-01 0:18;Inne;22.9;41
2016-10-01 0:19;Ute;11.3;64
2016-10-01 0:19;Inne;22.9;41
2016-10-01 0:20;Ute;11.3;64
2016-10-01 0:20;Inne;22.9;41
2016-10-01 0:21;Ute;11.3;65
2016-10-01 0:21;Inne;22.9;41
2016-10-01 0:22;Ute;11.3;64
2016-10-01 0:22;Inne;22.9;41
2016-10-01 0:23;Ute;11.3;64
2016-10-01 0:23;Inne;22.9;41
2016-10-01 0:24;Ute;11.3;64
2016-10-01 0:24;Inne;22.9;41
2016-10-01 0:25;Ute;11.3;64
2016-10-01 0:25;Inne;22.9;41
2016-10-01 0:26;Ute;11.3;64
2016-10-01 0:26;Inne;23;41
2016-10-01 0:27;Ute;11.3;64
2016-10-01 0:27;Inne;22.9;41
2016-10-01 0:28;Ute;11.3;64
2016-10-01 0:28;Inne;22.9;41
2016-10-01 0:29;Ute;11.3;64
2016-10-01 0:29;Inne;22.9;41
2016-10-01 0:30;Ute;11.3;64
2016-10-01 0:30;Inne;22.9;41
2016-10-01 0:31;Ute;11.3;64
2016-10-01 0:31;Inne;22.9;41
2016-10-01 0:32;Ute;11.3;65
2016-10-01 0:32;Inne;22.9;41
2016-10-01 0:33;Ute;11.3;65
2016-10-01 0:33;Inne;22.9;41
2016-10-01 0:34;Ute;11.3;65
2016-10-01 0:34;Inne;22.9;41
2016-10-01 0:35;Ute;11.3;64
2016-10-01 0:35;Inne;22.9;41
2016-10-01 0:36;Ute;11.3;64
2016-10-01 0:36;Inne;22.9;41
2016-10-01 0:37;Ute;11.3;64
2016-10-01 0:37;Inne;22.9;41
2016-10-01 0:38;Ute;11.3;65
2016-10-01 0:38;Inne;22.9;41
2016-10-01 0:39;Ute;11.3;65
2016-10-01 0:39;Inne;22.9;41
2016-10-01 0:40;Ute;11.3;65
2016-10-01 0:40;Inne;22.9;41
2016-10-01 0:41;Ute;11.3;65
2016-10-01 0:41;Inne;22.9;41
2016-10-01 0:42;Ute;11.3;66
2016-10-01 0:42;Inne;22.9;41
2016-10-01 0:43;Ute;11.3;66
2016-10-01 0:43;Inne;22.9;41
2016-10-01 0:44;Ute;11.3;66
2016-10-01 0:44;Inne;22.9;41
2016-10-01 0:45;Ute;11.3;65
2016-10-01 0:45;Inne;22.9;41
2016-10-01 0:46;Ute;11.3;66
2016-10-01 0:46;Inne;22.9;41
2016-10-01 0:47;Ute;11.3;66
2016-10-01 0:47;Inne;22.9;41
2016-10-01 0:48;Ute;11.3;66
2016-10-01 0:48;Inne;22.9;41
2016-10-01 0:49;Ute;11.3;65
2016-10-01 0:49;Inne;22.9;41
2016-10-01 0:50;Ute;11.3;65
2016-10-01 0:50;Inne;22.9;41
2016-10-01 0:51;Ute;11.3;65
2016-10-01 0:51;Inne;22.9;41
2016-10-01 0:52;Ute;11.3;65
2016-10-01 0:52;Inne;22.9;41
2016-10-01 0:53;Ute;11.3;65
2016-10-01 0:53;Inne;22.9;41
2016-10-01 0:54;Ute;11.3;65
2016-10-01 0:54;Inne;22.9;41
2016-10-01 0:55;Ute;11.3;65
2016-10-01 0:55;Inne;22.9;41
